,fea_title_word_nums,fea_title_num_nums,fea_title_chars_low_nums,fea_title_chars_upp_nums,fea_title_chars_punct_nums,fea_title_stop_nums,fea_body_word_nums,fea_body_num_nums,fea_body_chars_low_nums,fea_body_chars_upp_nums,fea_body_chars_punct_nums,fea_body_stop_nums,fea_word_nums,fea_body_word_density,fea_title_word_density,body_noun_count,body_verb_count,body_adj_count,body_adv_count,body_pron_count,fea_body_total_length,fea_title_total_length,fea_body_upp_vs_length,fea_title_upp_vs_length,fea_body_num_exclamation_marks,fea_body_num_question_marks,fea_body_num_unique_words,fea_body_words_vs_unique,fea_body_word_unique_percent,gulpease,reliability
1576,13,0,77,3,2,4,130,17,657,58,24,41,143,5.458015267175573,5.714285714285714,36,12,15,5,1,886,94,0.0654627539503386,0.031914893617021274,0,0,99,0.7615384615384615,76.15384615384616,45.84615384615385,1
1577,8,0,52,1,1,3,919,32,4601,138,121,362,927,5.151086956521739,5.888888888888889,208,128,64,42,50,5873,63,0.02349736080367785,0.015873015873015872,0,14,542,0.5897714907508161,58.97714907508161,49.2829162132753,1
1578,14,0,75,1,0,7,154,2,751,17,19,73,168,4.95483870967742,5.066666666666666,37,13,13,5,5,942,89,0.018046709129511677,0.011235955056179775,0,0,107,0.6948051948051948,69.48051948051948,49.25974025974026,1
1579,15,0,75,2,2,8,8524,121,39275,1382,1402,3391,8539,4.769149560117302,4.8125,1708,1298,491,581,491,51333,93,0.02692225274190092,0.021505376344086023,97,8,3201,0.37552792116377287,37.55279211637729,55.45430012906254,1
1580,11,0,57,1,2,4,191,2,1065,17,25,70,202,5.635416666666667,4.833333333333333,47,26,14,15,5,1304,70,0.01303680981595092,0.014285714285714285,0,0,148,0.774869109947644,77.4869109947644,46.64397905759162,1
1581,9,0,46,3,3,3,465,20,2253,59,54,168,474,4.96137339055794,4.9,100,61,43,29,19,2869,60,0.02056465667479958,0.05,0,2,290,0.6236559139784946,62.365591397849464,50.59139784946237,1
1582,20,0,96,4,3,7,713,43,3263,100,117,261,733,4.7100840336134455,4.761904761904762,170,105,39,54,53,4306,125,0.023223409196470042,0.032,0,26,442,0.6199158485273493,61.991584852734924,67.86395511921458,1
1583,17,0,98,10,7,3,713,7,3477,114,72,287,730,5.029411764705882,6.0,148,103,47,46,35,4438,135,0.02568724650743578,0.07407407407407407,0,0,411,0.576437587657784,57.6437587657784,49.6030855539972,1
1584,30,13,139,4,12,9,2358,425,11124,296,314,866,2388,4.841034336583298,4.612903225806452,547,307,183,104,77,14613,197,0.0202559364949018,0.02030456852791878,0,0,1112,0.4715860899067006,47.15860899067006,58.68193384223919,1
1585,11,2,45,2,2,4,239,19,1249,24,34,82,250,5.304166666666666,3.9166666666666665,56,37,28,16,2,1574,61,0.015247776365946633,0.03278688524590164,0,0,179,0.7489539748953975,74.89539748953975,48.8326359832636,1
1586,13,0,72,3,2,4,531,11,2665,50,58,201,544,5.103383458646617,5.357142857142857,126,61,50,45,12,3339,89,0.01497454327643007,0.033707865168539325,0,0,327,0.615819209039548,61.5819209039548,49.696798493408664,1
1587,17,4,75,4,3,5,702,77,3241,118,112,265,719,4.778093883357041,4.388888888888889,155,82,51,54,23,4262,104,0.027686532144533083,0.038461538461538464,0,1,436,0.6210826210826211,62.10826210826211,56.64957264957265,1
1588,32,0,154,7,5,10,1279,25,6353,223,170,477,1311,5.1375,4.878787878787879,272,163,112,88,53,8157,200,0.027338482285153856,0.035,0,1,680,0.5316653635652854,53.16653635652854,51.556684910086005,1
1589,14,2,72,2,2,4,137,25,701,38,27,39,151,5.355072463768116,4.933333333333334,29,18,15,5,3,928,91,0.040948275862068964,0.02197802197802198,0,0,108,0.7883211678832117,78.83211678832117,52.7956204379562,1
1590,14,0,83,3,1,5,912,24,4744,156,152,337,926,5.3669222343921135,5.733333333333333,228,103,89,54,34,5994,103,0.026026026026026026,0.02912621359223301,1,0,530,0.581140350877193,58.1140350877193,45.37061403508772,1
1591,18,0,87,3,2,7,230,0,1144,65,40,89,248,5.233766233766234,4.7368421052631575,60,25,23,13,13,1478,111,0.04397834912043302,0.02702702702702703,2,0,141,0.6130434782608696,61.30434782608695,62.869565217391305,1
1592,13,0,81,1,1,4,394,7,2063,119,64,140,407,5.5240506329113925,5.857142857142857,104,45,35,22,21,2671,97,0.04455260202171472,0.010309278350515464,0,2,270,0.6852791878172588,68.52791878172589,46.944162436548226,1
1593,13,0,65,5,4,4,322,17,1651,54,46,115,335,5.2786377708978325,5.0,79,44,22,15,15,2113,86,0.02555608140085187,0.05813953488372093,0,0,217,0.6739130434782609,67.3913043478261,45.61490683229814,1
1594,21,0,99,3,3,7,1330,44,6805,140,128,500,1351,5.217881292261458,4.636363636363637,344,172,121,86,30,8491,125,0.016488046166529265,0.024,0,0,642,0.48270676691729325,48.27067669172932,47.954887218045116,1
1595,11,2,52,4,3,3,595,82,3826,162,248,225,606,6.691275167785235,4.666666666666667,155,60,42,23,14,4935,73,0.03282674772036474,0.0547945205479452,0,0,361,0.6067226890756302,60.67226890756302,51.96296296296296,1
1596,9,0,49,5,1,2,485,20,2471,69,59,187,494,5.226337448559671,5.4,120,63,27,23,22,3130,63,0.022044728434504793,0.07936507936507936,0,1,308,0.6350515463917525,63.50515463917526,51.24742268041237,1
1597,14,1,63,5,2,4,153,14,734,24,16,56,167,4.922077922077922,4.533333333333333,37,20,9,2,5,940,84,0.02553191489361702,0.05952380952380952,1,1,113,0.738562091503268,73.85620915032679,51.35294117647059,1
1598,14,5,53,5,5,4,2153,167,11348,169,496,801,2167,5.346796657381615,3.8666666666666667,571,247,249,119,52,14332,81,0.011791794585542841,0.06172839506172839,0,0,1049,0.4872271249419415,48.72271249419415,47.350371747211895,1
1599,23,2,105,2,6,7,715,30,3385,79,80,292,738,4.837988826815643,4.458333333333333,144,118,44,47,39,4310,139,0.018329466357308585,0.014388489208633094,3,0,400,0.5594405594405595,55.94405594405595,53.48951048951049,1
1600,13,0,67,4,2,3,452,19,2223,54,50,175,465,5.026490066225166,5.071428571428571,91,63,32,34,33,2819,87,0.01915572898190848,0.04597701149425287,0,4,293,0.6482300884955752,64.82300884955752,53.64601769911504,1
1601,10,2,39,4,1,3,822,55,3850,108,135,305,832,4.809234507897934,3.909090909090909,181,120,67,51,37,5019,55,0.021518230723251645,0.07272727272727272,0,1,519,0.6313868613138686,63.13868613138686,56.87104622871046,1
1602,17,0,85,5,3,7,924,28,4570,133,117,357,941,5.084324324324324,5.0,205,128,73,73,51,5817,112,0.02286401925391095,0.044642857142857144,0,7,555,0.6006493506493507,60.064935064935064,56.735644637053085,1
1603,13,0,72,5,2,4,894,61,4491,175,92,344,907,5.21340782122905,5.5,217,91,86,25,23,5742,92,0.030477185649599444,0.05434782608695652,0,0,499,0.558165548098434,55.8165548098434,47.48993288590604,1
1604,19,0,96,7,4,6,237,1,1116,43,38,93,256,4.869747899159663,5.15,47,35,13,20,11,1454,129,0.029573590096286108,0.05426356589147287,0,3,170,0.7172995780590717,71.72995780590718,62.24894514767932,1
1605,8,0,58,2,3,1,114,1,599,44,15,37,122,5.591304347826087,6.666666666666667,24,14,14,4,3,773,70,0.056921086675291076,0.02857142857142857,0,0,94,0.8245614035087719,82.45614035087719,48.473684210526315,1
1606,21,0,98,6,4,5,230,0,1144,65,40,89,251,5.233766233766234,4.7272727272727275,60,25,23,13,13,1478,131,0.04397834912043302,0.04580152671755725,2,0,141,0.6130434782608696,61.30434782608695,62.869565217391305,1
1607,10,0,48,2,1,3,605,35,3012,85,95,232,615,5.1105610561056105,4.545454545454546,140,79,52,39,18,3850,60,0.02207792207792208,0.03333333333333333,0,1,373,0.6165289256198347,61.65289256198347,50.98347107438016,1
1608,10,0,69,1,3,3,426,13,2299,34,50,165,436,5.4637002341920375,6.363636363636363,107,59,44,25,18,2843,82,0.011959198030249736,0.012195121951219513,0,2,287,0.6737089201877934,67.37089201877934,46.45882352941177,1
1609,12,0,68,2,3,4,467,2,2432,44,61,171,479,5.2905982905982905,5.384615384615385,130,65,37,21,23,3048,85,0.014435695538057743,0.023529411764705882,0,0,296,0.6338329764453962,63.38329764453962,50.520342612419704,1
1610,11,0,45,4,1,4,509,114,2254,82,84,181,520,4.580392156862745,4.083333333333333,113,56,53,34,19,3052,60,0.026867627785058978,0.06666666666666667,0,0,289,0.5677799607072691,56.777996070726914,62.26129666011788,1
1611,18,2,91,2,2,7,446,20,2414,59,46,159,464,5.532438478747204,4.894736842105263,111,61,31,16,16,3002,114,0.01965356429047302,0.017543859649122806,0,1,259,0.5807174887892377,58.07174887892376,45.143497757847534,1
1612,15,0,72,11,3,4,306,22,1508,76,47,111,321,5.159609120521172,5.1875,77,21,21,14,7,1962,100,0.03873598369011213,0.11,0,0,176,0.5751633986928104,57.51633986928105,53.08496732026144,1
1613,16,0,77,1,1,8,540,55,2546,58,70,200,556,4.813308687615526,4.588235294117647,131,54,47,39,30,3288,94,0.017639902676399026,0.010638297872340425,0,2,290,0.5370370370370371,53.7037037037037,48.77777777777778,1
1614,11,0,61,5,1,3,89,0,488,16,10,35,100,5.6,5.5,22,13,9,4,3,608,79,0.02631578947368421,0.06329113924050633,0,0,70,0.7865168539325843,78.65168539325843,46.30337078651685,1
1615,12,0,74,1,1,4,114,6,537,18,14,38,126,4.826086956521739,5.769230769230769,20,21,10,10,4,699,87,0.02575107296137339,0.011494252873563218,0,0,92,0.8070175438596491,80.70175438596492,54.08771929824562,1
1616,18,2,82,3,2,8,287,12,1463,29,31,113,305,5.180555555555555,4.473684210526316,72,37,16,20,8,1825,106,0.01589041095890411,0.02830188679245283,0,0,199,0.6933797909407665,69.33797909407666,46.90940766550523,1
1617,13,0,71,3,3,4,200,1,1109,32,23,71,213,5.676616915422885,5.285714285714286,56,24,18,11,2,1377,91,0.023238925199709513,0.03296703296703297,0,0,142,0.71,71.0,45.8,1
1618,16,4,82,2,3,6,209,23,1041,30,20,77,225,5.1,4.9411764705882355,53,24,17,11,10,1337,108,0.02243829468960359,0.018518518518518517,0,0,154,0.7368421052631579,73.6842105263158,46.70334928229665,1
1619,17,0,62,6,1,6,698,0,3199,108,127,304,715,4.7310443490701,3.7777777777777777,142,110,24,41,68,4161,85,0.02595529920692141,0.07058823529411765,0,0,371,0.5315186246418339,53.15186246418338,59.5738880918221,1
1621,21,0,107,1,5,10,1016,24,5008,128,185,390,1037,5.050147492625369,4.909090909090909,222,156,58,79,55,6396,133,0.020012507817385866,0.007518796992481203,0,0,601,0.5915354330708661,59.153543307086615,59.62007874015748,1
1622,12,0,62,1,1,4,113,0,485,8,13,50,125,4.324561403508772,4.846153846153846,31,17,8,4,9,624,76,0.01282051282051282,0.013157894736842105,0,0,83,0.7345132743362832,73.45132743362832,64.22123893805309,1
1623,9,0,52,4,1,2,192,0,1013,19,20,80,201,5.347150259067358,5.6,52,26,18,5,6,1255,65,0.015139442231075698,0.06153846153846154,0,0,137,0.7135416666666666,71.35416666666667,51.083333333333336,1
1624,7,4,32,1,2,2,95,38,363,14,18,37,102,3.9270833333333335,4.125,22,12,4,4,3,530,45,0.026415094339622643,0.022222222222222223,0,0,78,0.8210526315789474,82.10526315789474,81.3157894736842,1
1625,8,0,50,4,2,2,665,21,3508,84,87,248,673,5.393393393393393,6.0,161,108,59,40,44,4420,65,0.019004524886877826,0.06153846153846154,0,12,429,0.6451127819548872,64.51127819548873,54.954887218045116,1
1626,11,0,67,2,4,4,353,8,1892,48,49,136,364,5.480225988700565,5.75,96,43,35,17,10,2360,83,0.020338983050847456,0.024096385542168676,0,0,242,0.6855524079320113,68.55524079320114,44.552407932011334,1
1627,13,0,74,3,2,4,74,4,357,29,7,29,87,5.1466666666666665,5.5,18,9,3,1,2,471,93,0.06157112526539278,0.03225806451612903,0,0,64,0.8648648648648649,86.48648648648648,53.189189189189186,1
1628,12,0,72,4,2,3,579,16,3107,103,91,222,591,5.5344827586206895,5.846153846153846,133,72,49,42,20,3912,89,0.02632924335378323,0.0449438202247191,0,0,378,0.6528497409326425,65.28497409326425,44.682210708117445,1
1629,14,0,75,3,2,5,206,7,1104,19,23,78,220,5.42512077294686,5.2,51,38,15,11,4,1368,96,0.013888888888888888,0.03125,0,0,162,0.7864077669902912,78.64077669902913,46.21951219512195,1
1630,8,0,44,2,1,3,472,7,2369,56,56,189,480,5.126849894291754,5.111111111111111,102,75,29,30,18,2986,54,0.018754186202277295,0.037037037037037035,0,0,296,0.6271186440677966,62.71186440677966,54.08474576271186,1
1631,13,2,56,4,1,5,160,30,764,34,27,59,173,4.956521739130435,4.285714285714286,34,17,14,4,8,1014,75,0.03353057199211045,0.05333333333333334,0,0,106,0.6625,66.25,56.125,1
1632,16,2,85,3,6,5,896,35,4749,120,99,354,912,5.4280936454849495,5.176470588235294,247,112,103,47,27,5927,111,0.020246330352623586,0.02702702702702703,1,1,529,0.5904017857142857,59.04017857142857,43.29050279329609,1
1633,11,3,48,2,2,3,132,12,683,17,19,44,143,5.2631578947368425,4.166666666666667,40,14,9,7,3,862,65,0.019721577726218097,0.03076923076923077,0,0,102,0.7727272727272727,77.27272727272727,47.71212121212121,1
1634,10,0,49,1,0,4,640,2,3216,126,122,245,650,5.213728549141965,4.545454545454546,153,82,43,39,30,4108,59,0.030671859785783837,0.01694915254237288,0,0,377,0.5890625,58.90625,49.546875,1
1635,12,0,64,3,2,4,1378,4,6606,103,226,604,1390,4.865119651921682,5.153846153846154,313,231,108,90,129,8342,82,0.012347158954687125,0.036585365853658534,0,9,728,0.5283018867924528,52.83018867924528,53.223512336719885,1
1636,14,2,59,4,5,4,1612,84,8103,215,216,582,1626,5.156850588964662,4.2,393,185,145,101,46,10319,83,0.020835352262816166,0.04819277108433735,0,0,849,0.5266749379652605,52.66749379652605,49.254342431761785,1
1637,32,4,134,11,7,8,2688,333,12825,362,356,964,2720,4.904053551506136,4.393939393939394,626,343,196,142,71,16690,187,0.021689634511683643,0.058823529411764705,0,0,1258,0.4680059523809524,46.80059523809524,56.704613095238095,1
1638,16,2,77,4,3,6,1097,20,5610,120,136,404,1113,5.218579234972678,4.764705882352941,237,179,110,85,59,7037,101,0.017052721330112264,0.039603960396039604,0,0,604,0.5505925250683683,55.05925250683683,52.30902461257976,1
1639,11,4,59,3,3,2,618,31,3164,77,74,226,629,5.235864297253635,5.166666666666667,146,88,37,57,30,4002,81,0.01924037981009495,0.037037037037037035,0,0,355,0.5744336569579288,57.44336569579288,48.627831715210355,1
1640,14,1,66,4,1,4,571,19,2945,169,50,233,585,5.444055944055944,4.666666666666667,127,63,37,15,19,3792,86,0.044567510548523204,0.046511627906976744,0,0,308,0.5394045534150613,53.94045534150613,44.30647985989492,1
1641,10,5,55,1,2,2,712,36,3773,137,107,270,722,5.483870967741935,5.090909090909091,166,99,62,50,35,4795,72,0.02857142857142857,0.013888888888888888,0,1,464,0.651685393258427,65.1685393258427,48.53651685393258,1
1642,11,0,66,2,2,4,234,1,1192,21,41,97,245,5.1617021276595745,5.666666666666667,63,32,16,16,18,1488,80,0.014112903225806451,0.025,0,0,163,0.6965811965811965,69.65811965811966,51.57510729613734,1
1643,6,2,24,3,1,0,1315,112,6482,199,211,496,1321,5.076747720364741,3.857142857142857,313,178,92,66,41,8357,35,0.023812372861074547,0.08571428571428572,0,0,768,0.5840304182509506,58.40304182509506,55.60836501901141,1
1644,11,2,58,1,1,4,575,32,2882,75,75,230,586,5.133680555555555,4.916666666666667,144,64,43,43,22,3646,72,0.02057048820625343,0.013888888888888888,0,0,337,0.5860869565217391,58.608695652173914,49.45217391304348,1
1645,6,0,33,1,1,2,507,44,2385,95,66,186,513,4.881889763779528,4.857142857142857,125,50,39,22,12,3106,40,0.030585962652929812,0.025,0,0,308,0.6074950690335306,60.74950690335306,51.687747035573125,1
1646,18,1,91,5,3,5,750,83,3614,91,142,282,768,4.933422103861518,5.052631578947368,176,97,52,45,39,4711,119,0.019316493313521546,0.04201680672268908,0,0,451,0.6013333333333334,60.13333333333333,56.13333333333333,1
1647,12,2,60,2,3,3,413,83,1812,43,66,162,425,4.480676328502415,4.769230769230769,82,56,34,26,16,2435,78,0.017659137577002052,0.02564102564102564,0,0,261,0.6319612590799032,63.196125907990314,65.56174334140437,1
1648,9,0,58,1,1,2,922,13,4681,92,145,337,931,5.171180931744312,5.9,240,124,75,59,26,5871,68,0.015670243570090274,0.014705882352941176,0,4,522,0.5661605206073753,56.61605206073753,50.377440347071584,1
1649,7,0,50,4,5,1,464,16,2235,44,79,188,471,4.901075268817205,6.75,114,58,27,33,26,2848,65,0.01544943820224719,0.06153846153846154,0,0,278,0.5991379310344828,59.91379310344828,52.55603448275862,1
1650,8,0,36,2,0,2,332,30,1586,72,41,123,340,4.978978978978979,4.222222222222222,73,33,17,23,17,2073,45,0.03473227206946455,0.044444444444444446,0,2,235,0.7078313253012049,70.78313253012048,49.21084337349398,1
1651,15,0,75,6,4,5,510,25,2615,62,75,209,525,5.238747553816047,5.0625,117,84,34,28,29,3311,104,0.018725460585925703,0.057692307692307696,0,0,340,0.6666666666666666,66.66666666666667,55.94117647058823,1
1652,30,1,156,6,7,9,758,12,3972,81,96,303,788,5.339920948616601,5.225806451612903,193,118,52,47,42,4983,200,0.01625526791089705,0.03,0,1,445,0.5870712401055409,58.70712401055409,51.031662269129285,1
1653,14,0,53,2,3,5,756,301,2694,251,185,183,770,3.890356671070013,3.6666666666666665,181,50,29,16,22,4242,71,0.05917020273455917,0.028169014084507043,0,0,330,0.4365079365079365,43.65079365079365,73.6092715231788,1
1654,12,0,78,4,2,4,472,10,2351,145,46,164,484,5.276955602536998,6.3076923076923075,114,60,46,27,24,3055,95,0.04746317512274959,0.042105263157894736,0,0,302,0.6398305084745762,63.983050847457626,51.20338983050848,1
1655,11,0,54,1,1,4,626,158,2808,158,130,195,637,4.7304625199362045,4.583333333333333,143,51,32,19,12,3888,67,0.04063786008230453,0.014925373134328358,0,0,363,0.5798722044728435,57.98722044728434,54.846645367412144,1
1656,11,0,64,2,1,3,617,18,3143,92,79,231,628,5.23462783171521,5.5,161,81,48,32,27,3969,77,0.023179642227261276,0.025974025974025976,0,0,392,0.6353322528363047,63.53322528363047,52.403565640194486,1
1657,10,0,49,2,1,3,512,32,2553,68,69,180,522,5.10916179337232,4.636363636363637,133,61,43,21,12,3262,61,0.020846106683016553,0.03278688524590164,0,1,303,0.591796875,59.1796875,50.42578125,1
1658,13,0,65,2,1,4,697,28,3240,48,82,284,710,4.710601719197708,4.785714285714286,157,108,35,75,34,4102,80,0.011701608971233545,0.025,0,0,403,0.5781922525107605,57.81922525107604,56.230989956958396,1
1659,18,0,87,6,5,4,508,26,2475,68,59,176,526,4.99607072691552,4.894736842105263,118,60,43,34,17,3168,118,0.021464646464646464,0.05084745762711865,0,0,290,0.5708661417322834,57.08661417322835,52.976377952755904,1
1660,11,0,66,1,3,3,616,21,3120,59,84,242,627,5.1523500810372775,5.583333333333333,139,89,54,34,39,3907,81,0.015101100588686972,0.012345679012345678,8,0,384,0.6233766233766234,62.33766233766234,48.98376623376623,1
1661,8,0,42,2,1,4,4959,593,24224,854,703,1724,4967,5.056048387096774,4.888888888888889,1165,598,387,187,150,31566,52,0.02705442564784895,0.038461538461538464,0,1,2148,0.43315184513006655,43.315184513006656,51.87961282516636,1
1662,11,0,62,4,4,4,167,0,826,33,18,61,178,5.113095238095238,5.5,45,18,16,3,7,1043,80,0.031639501438159155,0.05,0,0,134,0.8023952095808383,80.23952095808383,55.64670658682635,1
1663,13,0,66,4,2,5,413,5,2123,56,60,171,426,5.263285024154589,5.0,110,51,30,16,22,2677,84,0.020918939110945087,0.047619047619047616,0,0,262,0.6343825665859564,63.43825665859564,48.152542372881356,1
1664,9,0,45,3,1,2,561,21,2914,62,72,201,570,5.295373665480427,4.8,144,75,52,33,20,3644,57,0.017014270032930844,0.05263157894736842,1,0,365,0.6506238859180036,65.06238859180036,48.750445632798574,1
1665,12,0,69,2,2,4,580,9,3259,104,74,199,592,5.788296041308089,5.461538461538462,143,79,63,27,16,4059,84,0.025622074402562207,0.023809523809523808,0,0,382,0.6586206896551724,65.86206896551724,40.08620689655172,1
1666,11,0,67,5,4,1,1103,13,5534,118,139,449,1114,5.119565217391305,6.0,238,165,95,97,97,6948,88,0.016983304548071388,0.056818181818181816,1,12,604,0.5475974614687217,54.75974614687217,52.96192203082502,1
1667,13,2,71,1,2,3,884,34,4227,408,127,305,897,5.237288135593221,5.142857142857143,216,107,70,54,23,5691,90,0.0716921454928835,0.011111111111111112,0,0,522,0.5904977375565611,59.04977375565611,48.72850678733032,1
1668,13,0,80,1,1,4,425,3,2316,38,67,162,438,5.525821596244131,5.785714285714286,108,62,40,29,22,2850,94,0.013333333333333334,0.010638297872340425,0,0,274,0.6447058823529411,64.47058823529412,45.35294117647059,1
1669,13,0,52,1,0,8,387,8,1992,49,47,144,400,5.260309278350515,3.7857142857142856,97,45,44,13,20,2496,66,0.019631410256410256,0.015151515151515152,0,0,263,0.6795865633074936,67.95865633074935,51.377260981912144,1
1670,8,0,37,1,4,3,642,53,3318,75,116,240,650,5.276827371695179,4.222222222222222,152,75,71,52,28,4222,49,0.017764092846991947,0.02040816326530612,0,5,403,0.6277258566978193,62.77258566978193,50.13884555382215,1
1671,9,0,54,2,3,3,190,2,988,27,23,80,199,5.31413612565445,5.6,53,23,15,4,9,1234,67,0.02188006482982172,0.029850746268656716,0,0,120,0.631578947368421,63.1578947368421,50.10526315789474,1
1672,11,2,46,2,1,4,328,9,1553,29,43,146,339,4.808510638297872,4.0,59,48,21,24,22,1968,61,0.014735772357723578,0.03278688524590164,0,0,218,0.6646341463414634,66.46341463414635,55.76829268292683,1
1673,12,2,66,4,3,1,749,16,3866,101,79,285,761,5.289333333333333,5.384615384615385,180,114,40,47,29,4845,88,0.02084623323013416,0.045454545454545456,0,0,450,0.6008010680907877,60.08010680907877,50.36363636363637,1
1674,15,2,68,2,2,5,251,2,1295,25,32,105,266,5.238095238095238,4.375,57,30,21,16,9,1614,88,0.015489467162329617,0.022727272727272728,0,0,176,0.701195219123506,70.11952191235059,43.7410358565737,1
1675,12,0,61,3,3,6,323,2,1535,29,53,132,335,4.827160493827161,4.923076923076923,69,43,18,29,16,1945,78,0.014910025706940874,0.038461538461538464,0,0,218,0.6749226006191951,67.49226006191951,49.65015479876161,1
1676,16,0,73,3,1,6,378,23,1940,40,81,142,394,5.224274406332454,4.470588235294118,90,52,28,36,20,2476,94,0.01615508885298869,0.031914893617021274,1,1,274,0.7248677248677249,72.48677248677248,47.333333333333336,1
1677,6,2,30,1,1,2,746,8,3536,541,86,250,752,5.457831325301205,4.428571428571429,229,84,68,37,18,4927,39,0.1098031256342602,0.02564102564102564,0,3,477,0.6394101876675603,63.94101876675603,49.388739946380696,1
1678,9,0,33,3,1,3,487,8,2461,59,64,194,496,5.163934426229508,3.6,114,67,48,21,17,3102,45,0.019019987105093488,0.06666666666666667,0,0,296,0.6078028747433265,60.780287474332646,45.37860082304527,1
1679,13,11,46,3,4,3,57,34,216,8,24,21,70,3.8620689655172415,3.5,10,9,1,6,2,342,76,0.023391812865497075,0.039473684210526314,0,0,48,0.8421052631578947,84.21052631578948,97.24561403508773,1
1680,8,0,44,2,1,3,256,11,1252,24,32,105,264,4.964980544747082,5.111111111111111,57,36,23,24,15,1600,54,0.015,0.037037037037037035,0,0,178,0.6953125,69.53125,52.671875,1
1681,17,3,79,6,5,3,234,8,1191,39,19,94,251,5.23404255319149,4.722222222222222,66,33,22,5,8,1505,109,0.025913621262458473,0.05504587155963303,0,0,151,0.6452991452991453,64.52991452991454,47.205128205128204,1
1682,13,0,64,5,1,4,790,65,4016,145,107,283,803,5.260429835651075,4.928571428571429,176,87,60,41,20,5145,82,0.028182701652089408,0.06097560975609756,0,0,441,0.5582278481012658,55.822784810126585,49.24050632911393,1
1683,12,0,67,2,1,4,633,4,3323,69,87,229,645,5.350157728706624,5.3076923076923075,165,91,46,51,27,4136,82,0.016682785299806577,0.024390243902439025,0,9,403,0.636650868878357,63.665086887835706,52.57030015797788,1
1684,11,0,52,4,1,3,391,4,1905,46,50,162,402,4.9770408163265305,4.666666666666667,76,65,29,24,29,2405,69,0.019126819126819128,0.057971014492753624,0,0,257,0.6572890025575447,65.72890025575448,53.47570332480819,1
1685,10,0,52,2,2,3,419,0,2174,39,55,155,429,5.269047619047619,4.909090909090909,104,59,33,25,27,2697,65,0.014460511679644048,0.03076923076923077,0,0,258,0.6157517899761337,61.575178997613364,52.389021479713605,1
1686,9,0,55,3,2,3,785,18,3967,122,114,307,794,5.202290076335878,5.8,196,117,49,50,47,5044,70,0.024187153053132435,0.04285714285714286,0,3,411,0.5235668789808917,52.35668789808917,51.64968152866242,1
1687,11,3,49,2,1,3,3660,369,17285,753,633,1219,3671,4.9270691068014205,4.25,870,400,300,164,113,22733,65,0.03312365283948445,0.03076923076923077,0,0,1535,0.41939890710382516,41.939890710382514,51.51639344262295,1
1688,11,0,57,4,2,4,626,9,3242,118,78,228,637,5.358851674641149,5.083333333333333,148,83,57,49,20,4079,73,0.028928658985045354,0.0547945205479452,0,0,408,0.6517571884984026,65.17571884984025,47.674121405750796,1
1689,7,0,39,1,1,3,110,7,590,16,13,42,117,5.45945945945946,5.0,31,13,9,4,1,735,47,0.021768707482993196,0.02127659574468085,0,0,89,0.8090909090909091,80.9090909090909,50.63636363636363,1
1690,11,0,57,1,2,4,485,37,2386,108,93,174,496,5.131687242798354,4.833333333333333,125,62,40,29,12,3128,70,0.034526854219948847,0.014285714285714285,0,0,352,0.7257731958762886,72.57731958762886,53.371134020618555,1
1691,10,0,55,1,1,3,239,3,1214,41,37,91,249,5.229166666666667,5.090909090909091,65,27,14,15,7,1555,66,0.026366559485530548,0.015151515151515152,0,0,164,0.6861924686192469,68.61924686192468,45.63865546218487,1
1692,6,0,32,2,1,1,401,16,2052,52,71,145,407,5.233830845771144,4.857142857142857,108,56,42,14,16,2591,40,0.020069471246622925,0.05,0,0,262,0.6533665835411472,65.33665835411472,50.5211970074813,1
1693,13,0,70,6,3,2,442,16,2249,138,58,166,455,5.388261851015802,5.428571428571429,111,56,26,29,22,2914,91,0.04735758407687028,0.06593406593406594,0,1,294,0.665158371040724,66.5158371040724,44.723981900452486,1
1694,13,0,65,2,1,6,185,0,842,37,24,67,198,4.725806451612903,4.785714285714286,43,30,17,14,16,1095,80,0.033789954337899546,0.025,1,0,146,0.7891891891891892,78.91891891891892,60.13513513513514,1
1695,11,2,51,6,2,2,165,0,808,28,15,65,176,5.036144578313253,4.75,37,25,10,6,4,1026,72,0.02729044834307992,0.08333333333333333,0,0,120,0.7272727272727273,72.72727272727273,49.96969696969697,1
1696,15,2,62,1,2,6,625,59,3224,106,87,244,640,5.319488817891374,3.9375,152,89,41,29,20,4122,81,0.025715672003881612,0.012345679012345678,0,0,400,0.64,64.0,52.456,1
1697,13,0,65,2,4,5,1713,4,8014,104,298,737,1726,4.736289381563594,4.785714285714286,322,305,110,178,129,10161,83,0.010235213069579766,0.024096385542168676,10,12,859,0.5014594279042616,50.145942790426155,66.09281961471103,1
1698,14,0,89,3,2,4,230,0,1144,65,40,89,244,5.233766233766234,6.133333333333334,60,25,23,13,13,1478,109,0.04397834912043302,0.027522935779816515,2,0,141,0.6130434782608696,61.30434782608695,62.869565217391305,1
1699,13,0,67,1,1,4,487,64,2457,57,77,173,500,5.151639344262295,4.857142857142857,123,51,53,38,12,3170,81,0.017981072555205046,0.012345679012345678,0,0,278,0.5708418891170431,57.08418891170431,51.012320328542096,1
1700,6,0,28,1,0,2,563,36,2932,95,43,218,569,5.367021276595745,4.142857142857143,156,65,38,25,16,3688,34,0.025759219088937094,0.029411764705882353,0,0,340,0.6039076376554174,60.39076376554174,47.152753108348136,1
